Feature ID	Taxon
Endozoicomonas sp. G2_2	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicomonadaceae; g__Endozoicomonas; s__Endozoicomonas sp. G2_2
Terasakiispira papahanaumokuakeensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Oceanospirillales; f__ ; g__Terasakiispira; s__Terasakiispira papahanaumokuakeensis
Oleiphilus sp.	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Oceanospirillales; f__Oleiphilaceae; g__Oleiphilus; s__Oleiphilus sp.
Candidatus Thioglobus sp. MED-G25	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__ ; f__Candidatus Pseudothioglobaceae; g__Candidatus Thioglobus; s__Candidatus Thioglobus sp. MED-G25
Candidatus Thioglobus sp. NP1	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__ ; f__Candidatus Pseudothioglobaceae; g__Candidatus Thioglobus; s__Candidatus Thioglobus sp. NP1
Candidatus Thioglobus sp.	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__ ; f__Candidatus Pseudothioglobaceae; g__Candidatus Thioglobus; s__Candidatus Thioglobus sp.
Candidatus Thioglobus sp. REDSEA-S12_B1	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__ ; f__Candidatus Pseudothioglobaceae; g__Candidatus Thioglobus; s__Candidatus Thioglobus sp. REDSEA-S12_B1
uncultured Candidatus Thioglobus sp.	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__ ; f__Candidatus Pseudothioglobaceae; g__Candidatus Thioglobus; s__uncultured Candidatus Thioglobus sp.
Candidatus Thioglobus autotrophicus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__ ; f__Candidatus Pseudothioglobaceae; g__Candidatus Thioglobus; s__Candidatus Thioglobus autotrophicus
uncultured SAR86 cluster bacterium	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__ ; f__ ; g__ ; s__uncultured SAR86 cluster bacterium
SAR86 cluster bacterium REDSEA-S09_B4	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__ ; f__ ; g__ ; s__SAR86 cluster bacterium REDSEA-S09_B4
SAR86 cluster bacterium SAR86A	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__ ; f__ ; g__ ; s__SAR86 cluster bacterium SAR86A
SAR86 cluster bacterium AG-447-A08	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__ ; f__ ; g__ ; s__SAR86 cluster bacterium AG-447-A08
SAR86 cluster bacterium AG-422-O05	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__ ; f__ ; g__ ; s__SAR86 cluster bacterium AG-422-O05
SAR86 cluster bacterium SAR86B	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__ ; f__ ; g__ ; s__SAR86 cluster bacterium SAR86B
SAR86 cluster bacterium AG-359-O04	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__ ; f__ ; g__ ; s__SAR86 cluster bacterium AG-359-O04
Candidatus Contendobacter odensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__ ; f__Candidatus Competibacteraceae; g__Candidatus Contendobacter; s__Candidatus Contendobacter odensis
uncultured OM182 clade bacterium	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__ ; f__ ; g__ ; s__uncultured OM182 clade bacterium
OM182 bacterium MED-G28	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__ ; f__ ; g__ ; s__OM182 bacterium MED-G28
K189A clade bacterium	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__ ; f__ ; g__ ; s__K189A clade bacterium
uncultured Pseudohongiella sp.	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudohongiellaceae; g__Pseudohongiella; s__uncultured Pseudohongiella sp.
Acidiferrobacteraceae bacterium	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Acidiferrobacterales; f__Acidiferrobacteraceae; g__ ; s__Acidiferrobacteraceae bacterium
Acidiferrobacter sp.	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Acidiferrobacterales; f__Acidiferrobacteraceae; g__Acidiferrobacter; s__Acidiferrobacter sp.
Marinobacter nauticus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter nauticus
Marinobacter fuscus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter fuscus
Marinobacter sp. B9-2	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter sp. B9-2
Marinobacter sp. LQ44	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter sp. LQ44
Marinobacter sp. Arc7-DN-1	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter sp. Arc7-DN-1
Marinobacter sp.	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter sp.
Marinobacter sp. 1-4A	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter sp. 1-4A
Marinobacter vinifirmus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter vinifirmus
Marinobacter persicus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter persicus
Marinobacter shengliensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter shengliensis
Marinobacter manganoxydans	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter manganoxydans
Marinobacter oulmenensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter oulmenensis
Marinobacter lutaoensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter lutaoensis
Marinobacter segnicrescens	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter segnicrescens
Marinobacter salsuginis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter salsuginis
Marinobacter flavimaris	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter flavimaris
Marinobacter adhaerens	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter adhaerens
Marinobacter lipolyticus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter lipolyticus
Marinobacter aromaticivorans	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter aromaticivorans
Marinobacter litoralis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter litoralis
Marinobacter salarius	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter salarius
Marinobacter nitratireducens	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter nitratireducens
Halopseudomonas pachastrellae	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Halopseudomonas; s__Halopseudomonas pachastrellae
Halopseudomonas aestusnigri	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Halopseudomonas; s__Halopseudomonas aestusnigri
Halopseudomonas sabulinigri	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Halopseudomonas; s__Halopseudomonas sabulinigri
Halopseudomonas gallaeciensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas abyssi
Halopseudomonas oceani	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Halopseudomonas; s__Halopseudomonas oceani
Halopseudomonas yangmingensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Halopseudomonas; s__Halopseudomonas yangmingensis
Pseudomonas anguilliseptica	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas anguilliseptica
Pseudomonas aeruginosa	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas aeruginosa
Pseudomonas sp. LS-2	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas sp. LS-2
Pseudomonas jilinensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas jilinensis
Pseudomonas khazarica	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Ectopseudomonas; s__Ectopseudomonas khazarica
Stutzerimonas stutzeri	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Stutzerimonas; s__Stutzerimonas stutzeri
Stutzerimonas balearica	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Stutzerimonas; s__Stutzerimonas balearica
Pseudomonadaceae bacterium UBA836	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__ ; s__Pseudomonadaceae bacterium UBA836
Pseudomonadales bacterium	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__ ; g__ ; s__Pseudomonadales bacterium
uncultured Gammaproteobacteria bacterium	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__ ; f__ ; g__ ; s__uncultured Gammaproteobacteria bacterium
Salinisphaera sp. UBA1666	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Salinisphaerales; f__Salinisphaeraceae; g__Salinisphaera; s__Salinisphaera sp. UBA1666
Salinisphaera sp. UBA6602	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Salinisphaerales; f__Salinisphaeraceae; g__Salinisphaera; s__Salinisphaera sp. UBA6602
Salinisphaera sp.	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Salinisphaerales; f__Salinisphaeraceae; g__Salinisphaera; s__Salinisphaera sp.
Salinisphaera shabanensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Salinisphaerales; f__Salinisphaeraceae; g__Salinisphaera; s__Salinisphaera shabanensis
Salinisphaera japonica	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Salinisphaerales; f__Salinisphaeraceae; g__Salinisphaera; s__Salinisphaera japonica
Salinisphaera hydrothermalis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Salinisphaerales; f__Salinisphaeraceae; g__Salinisphaera; s__Salinisphaera hydrothermalis
Abyssibacter profundi	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Chromatiales; f__Oceanococcaceae; g__Abyssibacter; s__Abyssibacter profundi
Woeseiaceae bacterium	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Woeseiales; f__Woeseiaceae; g__ ; s__Woeseiaceae bacterium
uncultured Woeseiaceae bacterium	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Woeseiales; f__Woeseiaceae; g__ ; s__uncultured Woeseiaceae bacterium
Woeseia sp.	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Woeseiales; f__Woeseiaceae; g__Woeseia; s__Woeseia sp.
Oceanococcus atlanticus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Chromatiales; f__Oceanococcaceae; g__Oceanococcus; s__Oceanococcus atlanticus
Chromatiales bacterium	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Chromatiales; f__ ; g__ ; s__Chromatiales bacterium
Rheinheimera aquimaris	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Chromatiales; f__Chromatiaceae; g__Rheinheimera; s__Rheinheimera aquimaris
Rheinheimera nanhaiensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Chromatiales; f__Chromatiaceae; g__Rheinheimera; s__Rheinheimera nanhaiensis
Arsukibacterium sp. UBA3155	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Chromatiales; f__Chromatiaceae; g__Arsukibacterium; s__Arsukibacterium sp. UBA3155
Methylophaga sp.	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__Methylophaga; s__Methylophaga sp.
Methylophaga aminisulfidivorans	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__Methylophaga; s__Methylophaga aminisulfidivorans
Cycloclasticus sp.	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__Cycloclasticus; s__Cycloclasticus sp.
Thiotrichales bacterium	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales; f__ ; g__ ; s__Thiotrichales bacterium
uncultured Francisellaceae bacterium	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales; f__Francisellaceae; g__ ; s__uncultured Francisellaceae bacterium
Francisella sp.	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales; f__Francisellaceae; g__Francisella; s__Francisella sp.
uncultured Thiothrix sp.	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales; f__Thiotrichaceae; g__Thiothrix; s__uncultured Thiothrix sp.
Thiotrichaceae bacterium	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales; f__Thiotrichaceae; g__ ; s__Thiotrichaceae bacterium
Spongiibacter tropicus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Spongiibacteraceae; g__Spongiibacter; s__Spongiibacter tropicus
Spongiibacter marinus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Spongiibacteraceae; g__Spongiibacter; s__Spongiibacter marinus
Spongiibacter sp. IMCC21906	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Spongiibacteraceae; g__Spongiibacter; s__Spongiibacter sp. IMCC21906
Spongiibacter nanhainus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Spongiibacteraceae; g__Spongiibacter; s__Spongiibacter nanhainus
Spongiibacter pelagi	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Spongiibacteraceae; g__Spongiibacter; s__Spongiibacter pelagi
Sinobacterium caligoides	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Spongiibacteraceae; g__Sinobacterium; s__Sinobacterium caligoides
Halioglobus pacificus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__Parahalioglobus; s__Parahalioglobus pacificus
Halioglobus japonicus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__Halioglobus; s__Halioglobus japonicus
Halioglobus sp.	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__Halioglobus; s__Halioglobus sp.
Halieaceae bacterium	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__ ; s__Halieaceae bacterium
Sediminihaliea albiluteola	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__Sediminihaliea; s__Sediminihaliea albiluteola
Haliea salexigens	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__Haliea; s__Haliea salexigens
Congregibacter litoralis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__Congregibacter; s__Congregibacter litoralis
Porticoccaceae bacterium UBA1117	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Porticoccaceae; g__ ; s__Porticoccaceae bacterium UBA1117
Porticoccaceae bacterium	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Porticoccaceae; g__ ; s__Porticoccaceae bacterium
uncultured SAR92 cluster bacterium	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Porticoccaceae; g__ ; s__uncultured SAR92 cluster bacterium
SAR92 clade bacterium	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Porticoccaceae; g__ ; s__SAR92 clade bacterium
Cellvibrio mixtus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Cellvibrionales; f__Cellvibrionaceae; g__Cellvibrio; s__Cellvibrio mixtus
Xanthomonadales bacterium	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Lysobacterales; f__ ; g__ ; s__Lysobacterales bacterium
Psychrobacter submarinus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter submarinus
Psychrobacter celer	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter celer
Psychrobacter sp. bablab_jr014	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter sp. bablab_jr014
Psychrobacter sp.	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter sp.
Psychrobacter pacificensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter pacificensis
Acinetobacter baumannii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter baumannii
Acinetobacter nosocomialis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter nosocomialis
Acinetobacter junii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter junii
Acinetobacter venetianus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter venetianus
Acinetobacter ursingii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter ursingii
Acinetobacter harbinensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter harbinensis
Acinetobacter schindleri	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter schindleri
Moraxellaceae bacterium REDSEA-S32_B1	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__ ; s__Moraxellaceae bacterium REDSEA-S32_B1
Moraxella osloensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Moraxellales; f__Moraxellaceae; g__Faucicola; s__Faucicola osloensis
Vibrio alginolyticus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio alginolyticus
Vibrio campbellii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio campbellii
Vibrio sagamiensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio sagamiensis
Vibrio chagasii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio chagasii
Vibrio sp. HI00D65	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio sp. HI00D65
Vibrio caribbeanicus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio caribbeanicus
Vibrio atypicus	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__Vibrio atypicus
Photobacterium angustum	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Photobacterium; s__Photobacterium angustum
Photobacterium kishitanii	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Photobacterium; s__Photobacterium kishitanii
Photobacterium sp. SKA34	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Photobacterium; s__Photobacterium sp. SKA34
Paraphotobacterium marinum	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Paraphotobacterium; s__Paraphotobacterium marinum
Providencia huaxiensis	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Morganellaceae; g__Providencia; s__Providencia huaxiensis
Escherichia coli	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia; s__Escherichia coli
Legionellales bacterium	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Legionellales; f__ ; g__ ; s__Legionellales bacterium
Methylococcaceae bacterium UBA1147	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__ ; s__Methylococcaceae bacterium UBA1147
Methylococcales bacterium OPU3_GD_OMZ	k__ ; p__Pseudomonadota; c__Gammaproteobacteria; o__Methylococcales; f__ ; g__ ; s__Methylococcales bacterium OPU3_GD_OMZ
