Feature ID	Taxon
Sphingobium baderi	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__Sphingobium baderi
Sphingobium herbicidovorans	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__Sphingobium herbicidovorans
Sphingobium cloacae	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__Sphingobium cloacae
Sphingobium amiense	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__Sphingobium amiense
Sphingobium chlorophenolicum	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__Sphingobium chlorophenolicum
Citromicrobium sp. JL477	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Citromicrobium; s__Citromicrobium sp. JL477
Novosphingobium pentaromativorans	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__Novosphingobium pentaromativorans
Novosphingobium sp. KA1	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__Novosphingobium sp. KA1
Novosphingobium sp. EMRT-2	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__Novosphingobium sp. EMRT-2
Novosphingobium sp. PP1Y	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__Novosphingobium sp. PP1Y
Novosphingobium decolorationis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__Novosphingobium decolorationis
Novosphingobium resinovorum	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__Novosphingobium resinovorum
Sphingomonas sanxanigenens	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas sanxanigenens
Sphingomonas hankookensis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas hankookensis
Sphingomonas sp. IC081	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas sp. IC081
Sphingomonas sp. AAP5	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas sp. AAP5
Sphingomonas sp. NBWT7	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas sp. NBWT7
Sphingomonas sp. MM-1	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas sp. MM-1
Sphingomonas sp. MEA3-1	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas sp. MEA3-1
Sphingomonas bisphenolicum	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas bisphenolicum
Sphingomonas paucimobilis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas paucimobilis
Sphingomonas naphthae	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas naphthae
Sphingomonas koreensis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas koreensis
Sphingomonas melonis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas melonis
Sphingopyxis sp. FD7	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__Sphingopyxis sp. FD7
Sphingopyxis sp. DBS4	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__Sphingopyxis sp. DBS4
Sphingopyxis sp. MG	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__Sphingopyxis sp. MG
Sphingopyxis sp. EG6	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__Sphingopyxis sp. EG6
Sphingopyxis terrae	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__Sphingopyxis terrae
Sphingopyxis alaskensis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__Sphingopyxis alaskensis
Sphingopyxis macrogoltabida	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__Sphingopyxis macrogoltabida
Sphingopyxis fribergensis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__Sphingopyxis fribergensis
Sphingopyxis granuli	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__Sphingopyxis granuli
Sphingosinithalassobacter tenebrarum	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingosinithalassobacter; s__Sphingosinithalassobacter tenebrarum
Novosphingopyxis iocasae	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingopyxis; s__Novosphingopyxis iocasae
Zymomonas mobilis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Zymomonadaceae; g__Zymomonas; s__Zymomonas mobilis
Tritonibacter mobilis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Tritonibacter; s__Tritonibacter mobilis
Pacificitalea manganoxidans	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Pacificitalea; s__Pacificitalea manganoxidans
Paracoccus sp. SCSIO 75817	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Paracoccus; s__Paracoccus aerodenitrificans
Paracoccus sp. SCSIO 76264	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Paracoccus; s__Paracoccus sediminicola
Paracoccus sp. SCSIO 75233	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Paracoccus; s__Paracoccus sp. SCSIO 75233
Paracoccus sp. (in: a-proteobacteria)	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Paracoccus; s__Paracoccus sp. (in: a-proteobacteria)
Paracoccus sp. SCSIO 80058	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Paracoccus; s__Paracoccus albus
Paracoccus sp. AK26	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Paracoccus; s__Paracoccus sp. AK26
Paracoccus stylophorae	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Paracoccus; s__Paracoccus stylophorae
Paracoccus alcaliphilus	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Paracoccus; s__Paracoccus alcaliphilus
Paracoccus yeei	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Paracoccus; s__Paracoccus yeei
Paracoccus zhejiangensis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Paracoccus; s__Paracoccus zhejiangensis
Paracoccus fistulariae	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Paracoccus; s__Paracoccus fistulariae
Paracoccus tegillarcae	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Paracoccus; s__Paracoccus tegillarcae
Paracoccus sanguinis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Paracoccus; s__Paracoccus sanguinis
Paracoccus aestuarii	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Paracoccus; s__Paracoccus aestuarii
Pseudooceanicola atlanticus	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Pseudooceanicola; s__Pseudooceanicola atlanticus
Paroceanicella profunda	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Paroceanicella; s__Paroceanicella profunda
Brevirhabdus pacifica	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Brevirhabdus; s__Brevirhabdus pacifica
Rhodovulum sp. P5	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Rhodovulum; s__Rhodovulum sp. P5
Pelagovum pacificum	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Pelagovum; s__Pelagovum pacificum
Pseudohalocynthiibacter aestuariivivens	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Pseudohalocynthiibacter; s__Pseudohalocynthiibacter aestuariivivens
Cereibacter sphaeroides	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Cereibacter; s__Cereibacter sphaeroides
Pukyongiella litopenaei	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Pukyongiella; s__Pukyongiella litopenaei
Frigidibacter mobilis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Paracoccaceae; g__Frigidibacter; s__Frigidibacter mobilis
Salipiger profundus	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Salipiger; s__Salipiger profundus
Salipiger abyssi	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Salipiger; s__Salipiger abyssi
Sulfitobacter faviae	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Sulfitobacter; s__Sulfitobacter faviae
Sulfitobacter sp. SK025	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Sulfitobacter; s__Sulfitobacter sp. SK025
Sulfitobacter alexandrii	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Sulfitobacter; s__Sulfitobacter alexandrii
Sulfitobacter dubius	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Sulfitobacter; s__Sulfitobacter dubius
Sulfitobacter pontiacus	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Sulfitobacter; s__Sulfitobacter pontiacus
Yangia pacifica	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Alloyangia; s__Alloyangia pacifica
Phaeobacter inhibens	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Phaeobacter; s__Phaeobacter inhibens
Phaeobacter piscinae	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Phaeobacter; s__Phaeobacter piscinae
Phaeobacter gallaeciensis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Phaeobacter; s__Phaeobacter gallaeciensis
Phaeobacter porticola	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Phaeobacter; s__Phaeobacter porticola
Roseovarius sp. SCSIO 43702	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Roseovarius; s__Roseovarius sp. SCSIO 43702
Roseovarius indicus	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Roseovarius; s__Roseovarius indicus
Celeribacter indicus	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Celeribacter; s__Celeribacter indicus
Celeribacter baekdonensis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Celeribacter; s__Celeribacter baekdonensis
Roseivivax marinus	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Roseivivax; s__Roseivivax marinus
Sagittula sp. P11	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Sagittula; s__Sagittula sp. P11
Octadecabacter sp. SW4	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Octadecabacter; s__Octadecabacter sp. SW4
Actibacterium sp. EMB200-NS6	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Actibacterium; s__Actibacterium sp. EMB200-NS6
Pseudosulfitobacter pseudonitzschiae	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Pseudosulfitobacter; s__Pseudosulfitobacter pseudonitzschiae
Leisingera sp. BMJM1	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Leisingera; s__Leisingera thetidis
Ponticoccus alexandrii	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Ponticoccus; s__Ponticoccus alexandrii
Mameliella alba	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Roseobacteraceae; g__Mameliella; s__Mameliella alba
Martelella mediterranea	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Aurantimonadaceae; g__Martelella; s__Martelella mediterranea
Martelella sp. AD-3	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Aurantimonadaceae; g__Martelella; s__Martelella sp. AD-3
Martelella endophytica	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Aurantimonadaceae; g__Martelella; s__Martelella endophytica
Martelella lutilitoris	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Aurantimonadaceae; g__Martelella; s__Martelella lutilitoris
Jiella sp. HL-NP1	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Aurantimonadaceae; g__Jiella; s__Jiella pelagia
Methylobacterium brachiatum	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Methylobacteriaceae; g__Methylobacterium; s__Methylobacterium brachiatum
Methylobacterium phyllosphaerae	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Methylobacteriaceae; g__Methylobacterium; s__Methylobacterium phyllosphaerae
Methylorubrum extorquens	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Methylobacteriaceae; g__Methylorubrum; s__Methylorubrum extorquens
Roseibium aggregatum	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Stappiaceae; g__Roseibium; s__Roseibium aggregatum
Pannonibacter phragmitetus	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Stappiaceae; g__Pannonibacter; s__Pannonibacter phragmitetus
Stappia indica	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Stappiaceae; g__Stappia; s__Stappia indica
Nitratireductor rhodophyticola	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Phyllobacteriaceae; g__Nitratireductor; s__Nitratireductor rhodophyticola
Nitratireductor kimnyeongensis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Phyllobacteriaceae; g__Nitratireductor; s__Nitratireductor kimnyeongensis
Nitratireductor sp. OM-1	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Phyllobacteriaceae; g__Nitratireductor; s__Nitratireductor sp. OM-1
Aquibium oceanicum	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Phyllobacteriaceae; g__Aquibium; s__Aquibium oceanicum
Devosia sp. I507	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Devosiaceae; g__Devosia; s__Devosia sp. I507
Devosia salina	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Devosiaceae; g__Devosia; s__Devosia salina
Pelagibacterium sp. YIM 151497	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Devosiaceae; g__Pelagibacterium; s__Pelagibacterium flavum
Rhizobium sp. X9	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Rhizobiaceae; g__Rhizobium; s__Rhizobium sp. X9
Pseudorhizobium flavum	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Rhizobiaceae; g__Pseudorhizobium; s__Pseudorhizobium flavum
Agrobacterium tumefaciens	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Rhizobiaceae; g__Agrobacterium; s__Agrobacterium tumefaciens
Bradyrhizobium sp. BTAi1	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Nitrobacteraceae; g__Bradyrhizobium; s__Bradyrhizobium sp. BTAi1
Rhodopseudomonas palustris	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Nitrobacteraceae; g__Rhodopseudomonas; s__Rhodopseudomonas palustris
Afipia sp. NBIMC_P1-C1	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Nitrobacteraceae; g__Afipia; s__Afipia sp. NBIMC_P1-C1
Acuticoccus sp. I52.16.1	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Amorphaceae; g__Acuticoccus; s__Acuticoccus sp. I52.16.1
Brucella pseudogrignonensis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Brucellaceae; g__Brucella; s__Brucella pseudogrignonensis
Chelatococcus sp. CO-6	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Chelatococcaceae; g__Chelatococcus; s__Chelatococcus sp. CO-6
Pyruvatibacter mobilis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Parvibaculaceae; g__Pyruvatibacter; s__Pyruvatibacter mobilis
Tistrella mobilis	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Geminicoccales; f__Geminicoccaceae; g__Tistrella; s__Tistrella mobilis
Thalassospira sp. GO-4	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodospirillales; f__Thalassospiraceae; g__Thalassospira; s__Thalassospira sp. GO-4
Thalassospira sp. A40-3	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodospirillales; f__Thalassospiraceae; g__Thalassospira; s__Thalassospira sp. A40-3
Thalassospira sp. B30-1	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodospirillales; f__Thalassospiraceae; g__Thalassospira; s__Thalassospira sp. B30-1
Thalassospira indica	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodospirillales; f__Thalassospiraceae; g__Thalassospira; s__Thalassospira indica
Indioceanicola profundi	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodospirillales; f__Azospirillaceae; g__Indioceanicola; s__Indioceanicola profundi
Candidatus Pelagibacter sp. FZCC0015	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__Candidatus Pelagibacter; s__Candidatus Pelagibacter sp. FZCC0015
Candidatus Pelagibacter sp. RS40	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__Candidatus Pelagibacter; s__Candidatus Pelagibacter sp. RS40
Candidatus Pelagibacter sp. RS39	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__Candidatus Pelagibacter; s__Candidatus Pelagibacter sp. RS39
Candidatus Pelagibacter sp. HIMB1321	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__Candidatus Pelagibacter; s__Candidatus Pelagibacter sp. HIMB1321
Candidatus Pelagibacter giovannonii	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__Candidatus Pelagibacter; s__Candidatus Pelagibacter giovannonii
Candidatus Pelagibacter ubique	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Candidatus Pelagibacterales; f__Candidatus Pelagibacteraceae; g__Candidatus Pelagibacter; s__Candidatus Pelagibacter communis
Hyphomonas atlantica	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomonadales; f__Hyphomonadaceae; g__Hyphomonas; s__Hyphomonas atlantica
Hyphomonas sp. KY3	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomonadales; f__Hyphomonadaceae; g__Hyphomonas; s__Hyphomonas sp. KY3
Hirschia baltica	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Hyphomonadales; f__Hyphomonadaceae; g__Hirschia; s__Hirschia baltica
Brevundimonas sp. Bb-A	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__Brevundimonas sp. Bb-A
Brevundimonas albigilva	k__ ; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__Brevundimonas albigilva
